gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	publishingOrgKey	decimalLatitude	decimalLongitude	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	dateIdentified	license	recordedBy	lastInterpreted	issue	sex	fertility_status	age	infant(ADDL)	safety	special_needs
1425143355	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2331	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.00369	2.263163	2015-12-23T00:00:00	23	12	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_433	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.167Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID;COUNTRY_COORDINATE_MISMATCH	Male	   ---   	4.3	 --- 	SAFE	[]
1425143354	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2315	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.92183	2.50461	2015-09-07T00:00:00	7	9	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_425	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.167Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	0.7	INFANT	SAFE	[]
1425143353	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2333	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.81508	2.37671	2015-12-26T00:00:00	26	12	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_434	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.168Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	0.6	INFANT	SAFE	[]
1425143352	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2319	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.64848	2.71884	2015-10-15T00:00:00	15	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_427	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.168Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	2.1	 --- 	SAFE	[]
1425143351	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2324	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.58799	2.78901	2015-10-30T00:00:00	30	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_429	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.168Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	3.5	 --- 	SAFE	[]
1425143350	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2304	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.8023	2.80184	2015-07-23T00:00:00	23	7	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_419	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.168Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.4	INFANT	SAFE	['Newborn']
1425143349	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2326	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.93994	2.63025	2015-10-23T00:00:00	23	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_430	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.159Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.1	INFANT	SAFE	['Newborn']
1425143348	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2320	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.7451	2.60184	2015-10-01T00:00:00	1	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_427	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.159Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	3.3	 --- 	SAFE	[]
1425143347	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2323	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.55581	2.74224	2015-10-29T00:00:00	29	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_429	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.158Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	14.1	 --- 	SAFE	[]
1425143346	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2322	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.76387	2.47058	2015-10-23T00:00:00	23	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_428	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.160Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	14.1	 --- 	SAFE	[]
1425143345	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2302	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.67055	2.7696	2015-07-10T00:00:00	10	7	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_418	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.160Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	4.4	 --- 	SAFE	[]
1425143344	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2316	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.75355	2.70068	2015-09-16T00:00:00	16	9	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_425	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.160Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	5.5	 --- 	SAFE	[]
1425143343	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2306	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.74372	2.80985	2015-08-18T00:00:00	18	8	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_420	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.159Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	EXPECTANT	5.9	 --- 	SAFE	[]
1425143342	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2290	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.76351	2.89242	2015-04-04T00:00:00	4	4	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_412	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.161Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	recently_given_birth	5.9	 --- 	SAFE	['Afterbirth care']
1425143341	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2307	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.81352	2.82387	2015-08-09T00:00:00	9	8	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_421	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.162Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	5.5	 --- 	SAFE	[]
1425143340	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2318	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.72466	2.7628	2015-10-14T00:00:00	14	10	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_426	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.161Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.9	INFANT	SAFE	[]
1425143339	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2312	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.56632	2.80695	2015-08-30T00:00:00	30	8	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_423	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.162Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.9	INFANT	SAFE	[]
1425143338	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2311	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.05777	3.03536	2015-08-24T00:00:00	24	8	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_423	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.163Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	3.5	 --- 	SAFE	[]
1425143337	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2308	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.56632	2.80695	2015-08-30T00:00:00	30	8	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_421	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.162Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	1.4	 --- 	SAFE	[]
1425143336	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2309	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.5005	2.76327	2015-08-31T00:00:00	31	8	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_422	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.162Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	2.1	 --- 	SAFE	[]
1425143335	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2303	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.63837	2.77614	2015-07-10T00:00:00	10	7	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_419	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.163Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	EXPECTANT	5.9	 --- 	SAFE	[]
1425143334	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_2291	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Phacochoerus	Phacochoerus africanus	SPECIES	Phacochoerus africanus (Gmelin, 1788)	Phacochoerus africanus	Gmelin	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.92014	2.95236	2015-04-06T00:00:00	6	4	2015	2441212	2441212	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_413	1788-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.163Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	0.4	INFANT	SAFE	['Newborn']
