gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	taxonKey	speciesKey	basisOfRecord	institutionCode	identifiedBy	license	recordedBy	lastInterpreted	issue	sex	fertility_status	age	infant(ADDL)	safety	special_needs
1717254657	90088b00-13de-11de-b2e1-b8a03c50a862	3890	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria nigrescens	SPECIES	Verrucaria nigrescens Pers.	Verrucaria nigrescens Pers.	Persoon	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	5259643	5259643	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.161Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	13.3	 --- 	SAFE	---
1717254656	90088b00-13de-11de-b2e1-b8a03c50a862	3875	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea subfloridana	SPECIES	Usnea subfloridana Stirt.	Usnea subfloridana Stirt.	Stirton	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606023	2606023	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.160Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.9	INFANT	RELATIVELY_DANGEROUS	---
1717254655	90088b00-13de-11de-b2e1-b8a03c50a862	3840	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6808	23.098	8000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.160Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.3	INFANT	SAFE	---
1717254654	90088b00-13de-11de-b2e1-b8a03c50a862	3883	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria fusca	SPECIES	Verrucaria fusca Pers.	Verrucaria fusca Pers.	Persoon	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	5259568	5259568	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.160Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	0.3	INFANT	RELATIVELY_DANGEROUS	---
1717254653	90088b00-13de-11de-b2e1-b8a03c50a862	3837	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3836	22.5672	5000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.159Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	7.3	 --- 	DANGEROUS	---
1717254652	90088b00-13de-11de-b2e1-b8a03c50a862	3884	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria fusca	SPECIES	Verrucaria fusca Pers.	Verrucaria fusca Pers.	Persoon	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3836	22.5672	5000.0	5259568	5259568	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.159Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	5.1	 --- 	DANGEROUS	---
1717254651	90088b00-13de-11de-b2e1-b8a03c50a862	3831	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4287	22.5778	2000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.159Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.3	INFANT	DANGEROUS	---
1717254650	90088b00-13de-11de-b2e1-b8a03c50a862	3806	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3739	22.575	5000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.159Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	5.1	 --- 	DANGEROUS	---
1717254649	90088b00-13de-11de-b2e1-b8a03c50a862	3807	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4287	22.5778	2000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.161Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	EXPECTANT	11.2	 --- 	DANGEROUS	---
1717254648	90088b00-13de-11de-b2e1-b8a03c50a862	3855	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea subfloridana	SPECIES	Usnea subfloridana Stirt.	Usnea subfloridana Stirt.	Stirton	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606023	2606023	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.161Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	ready_for_fertilization	1.0	 --- 	SAFE	---
1717254647	90088b00-13de-11de-b2e1-b8a03c50a862	3838	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3704	22.5909	8000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.161Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	0.3	INFANT	DANGEROUS	---
1717254646	90088b00-13de-11de-b2e1-b8a03c50a862	3811	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3739	22.575	5000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.161Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.8	INFANT	SAFE	---
1717254645	90088b00-13de-11de-b2e1-b8a03c50a862	3839	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea hirta	SPECIES	Usnea hirta (L.) Weber ex F.H.Wigg.	Usnea hirta (L.) Weber ex F. H. Wigg.	Weber ex Wiggers F. H.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6808	23.098	8000.0	2606030	2606030	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.161Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	13.3	 --- 	DANGEROUS	---
